MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,LengthOfCircuits,LengthOfRoutes,NumberOfUnits,ProvidedValue,CreationDate,ProvidedValueCode
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,EE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,ES,2023,555.615,485.26,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,ES,2023,55.05,22.8,,,22/04/2024 12:00,
Inventory of Transmission,5,400,ACL_110kV_220kV,ES,2023,363.771,365.501,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,ES,2023,19095.434,13631.03,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,ES,2023,21940.129,14498.96,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,ES,2023,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,ES,2023,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,ES,2023,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,ES,2023,,,,*Includes RE assets on a national scope.,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,ES,2023,549.94,274.97,,,22/04/2024 12:00,
Inventory of Transmission,5,409,DCC_Over_380kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,ES,2023,,,62,7.974,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,ES,2023,,,160,85.615,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,ES,2023,,,62,7.974,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,ES,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,ES,2023,,,160,85.615,22/04/2024 12:00,
Inventory of Transmission,5,406,ACC_220kV_380kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,FI,2023,16277,15138,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,FI,2023,1061,1017,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FI,2023,5742,5316,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,FI,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,FI,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,FI,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,FI,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,FI,2023,53,53,,,22/04/2024 12:00,
Inventory of Transmission,5,408,DCC_220kV_380kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,FI,2023,271,271,,,22/04/2024 12:00,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FI,2023,,,13,1840,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FI,2023,,,66,26650,22/04/2024 12:00,
Inventory of Transmission,5,416,Nw_400kV_220kV,FI,2023,,,7,2000,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FI,2023,,,13,1840,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FI,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FI,2023,,,73,28650,22/04/2024 12:00,
Inventory of Transmission,5,406,ACC_220kV_380kV,FR,2023,1922.712,,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,FR,2023,9.015,,,,22/04/2024 12:00,
Inventory of Transmission,5,400,ACL_110kV_220kV,FR,2023,845,820,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,FR,2023,25535.35,21655.705,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FR,2023,22063.672,13603.188,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,FR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,FR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,FR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,FR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,FR,2023,605.731,,,,22/04/2024 12:00,
Inventory of Transmission,5,409,DCC_Over_380kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FR,2023,,,884,99223,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FR,2023,,,68,14430,22/04/2024 12:00,
Inventory of Transmission,5,416,Nw_400kV_220kV,FR,2023,,,236,122400,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FR,2023,,,902,102331,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FR,2023,,,313,143818,22/04/2024 12:00,
Inventory of Transmission,5,406,ACC_220kV_380kV,GR,2023,1425.1096,1425.1096,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,GR,2023,51.3456,51.3456,,,22/04/2024 12:00,
Inventory of Transmission,5,400,ACL_110kV_220kV,GR,2023,12887.158,8780.227,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,402,ACL_275kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,GR,2023,4852.7607,3012.1025,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,GR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,GR,2023,,,,The figures in cells H9 and I9 correspond to 150kV AC cables.,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,GR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,GR,2023,,,,The figures in cells J17 and K17 correspond to 150kV transformers.,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,GR,2023,,,3,100,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,GR,2023,,,65,17810,22/04/2024 12:00,
Inventory of Transmission,5,416,Nw_400kV_220kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,GR,2023,,,209,14603.7,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,GR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,GR,2023,,,21,8206,22/04/2024 12:00,
Inventory of Transmission,5,406,ACC_220kV_380kV,HR,2023,1,1,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,HR,2023,5335.24,4703.24,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,HR,2023,1267.45,1103.69,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,HR,2023,1246.28,1043.13,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,HR,2023,,,,"-These values include 110 kV AC cables
-If they need to be subtracted, the sum of cable LoC/LoR is 186.16 km",22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,HR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,HR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,HR,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,HR,2023,,,25,3.77,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,HR,2023,,,8,2400,22/04/2024 12:00,
Inventory of Transmission,5,416,Nw_400kV_220kV,HR,2023,,,5,2000,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,HR,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IE,2023,195.8,,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,IE,2023,1.5,1.5,,,22/04/2024 12:00,
Inventory of Transmission,5,400,ACL_110kV_220kV,IE,2023,4673,4207.8,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,IE,2023,1785.7,1835.2,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,IE,2023,97.04,48.52,,,22/04/2024 12:00,
Inventory of Transmission,5,403,ACL_330kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IE,2023,439.1,439.1,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,IE,2023,263,263,,,22/04/2024 12:00,
Inventory of Transmission,5,409,DCC_Over_380kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IE,2023,,,57,11614,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IE,2023,,,3,1200,22/04/2024 12:00,
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,IE,2023,,,8,4050,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,IS,2023,1383.3,1383.3,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,IS,2023,1112.1,1112.1,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,405,ACL_750kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IS,2023,,,15,1237,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IS,2023,,,37,2217,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IT,2023,431,431,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,IT,2023,145,145,,,22/04/2024 12:00,
Inventory of Transmission,5,400,ACL_110kV_220kV,IT,2023,45053,41945,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,IT,2023,10668,8578,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IT,2023,11210,10030,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,IT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,IT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,IT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,IT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,IT,2023,862,542,,,22/04/2024 12:00,
Inventory of Transmission,5,408,DCC_220kV_380kV,IT,2023,95,95,,,22/04/2024 12:00,
Inventory of Transmission,5,409,DCC_Over_380kV,IT,2023,1578,1578,,,22/04/2024 12:00,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IT,2023,,,145,28640,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IT,2023,,,313,79900,22/04/2024 12:00,
Inventory of Transmission,5,416,Nw_400kV_220kV,IT,2023,,,65,26400,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IT,2023,,,201,23523.5,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IT,2023,,,222,69219,22/04/2024 12:00,
Inventory of Transmission,5,406,ACC_220kV_380kV,LT,2023,0.3,0.3,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LT,2023,4992,4278,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,402,ACL_275kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LT,2023,1896,1729,,,22/04/2024 12:00,
Inventory of Transmission,5,404,ACL_380_400kV,LT,2023,102.7,51.35,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,LT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,LT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,LT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,LT,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,LT,2023,147.17,147.17,,,22/04/2024 12:00,
Inventory of Transmission,5,409,DCC_Over_380kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LT,2023,,,23,4650,22/04/2024 12:00,
Inventory of Transmission,5,418,Nw_330kV_220kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,LT,2023,,,3,1800,22/04/2024 12:00,
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,LU,2023,28,17,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,401,ACL_220kV,LU,2023,286,148,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,405,ACL_750kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,LU,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,LU,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,LU,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,LU,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LU,2023,,,16,2.84,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LU,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,LU,2023,,,,,22/04/2024 12:00,Not Expected
